source_id,ra_gaia,dec_gaia,parallax,parallax_over_error,pmra,pmdec,phot_g_mean_mag,bp_rp,ruwe,distance_pc,absolute_g_mag,combined_obsid,combined_obsdate,combined_lmjd,combined_mjd,combined_planid,combined_spid,combined_fiberid,combined_class,combined_subclass,combined_z,ra_lamost,dec_lamost,feh,logg,rv,teff,coord_match_sep_arcsec,pm_total,tangential_velocity_kms,reduced_pm_g,metallicity_group,high_vtan_candidate,metal_poor_candidate,chemo_kinematic_candidate,gal_l,gal_b,gal_l_astropy,gal_b_astropy,galcen_x_kpc,galcen_y_kpc,galcen_z_kpc,galcen_vx_kms,galcen_vy_kms,galcen_vz_kms,galcen_vtot_kms
3089726050277808384,124.58561016173958,1.4429314398688515,1.6350097626977276,96.514854,-5.24190901041389,0.9399727643457758,13.696951,0.79975414,0.88985324,611.6171430989033,4.764552663429875,139210056,2013-03-28,56380,56379,GAC126N02V1,10,56,STAR,G2,-2.07143e-05,124.58561,1.4429292,-0.149,4.416,-6.21,5821.72,0.0080845096485397,5.3255195869670935,15.44055969107822,7.32876084415088,solar_like,False,False,False,221.8862052890164,19.92715109312931,221.8862052890164,19.927151093129314,-8.549508589778371,-0.3838989862723023,0.23034887402445026,7.719175101003596,253.92229743700307,-5.66891999137478,254.10284424577858
3084746671355778944,120.60942771993264,1.263173612951165,0.4274475857376673,25.153572,-2.69672066507258,-1.4029579597997464,12.37078,1.2407274,1.0183617,2339.4681204579756,0.525194333599778,122505184,2013-02-18,56342,56341,GAC121N02V2,5,184,STAR,G5,0.000151338,120.60943,1.263174,0.049,2.617,45.37,4728.54,0.0083237010766855,3.0398344333853062,33.712306297300934,4.785029641717879,solar_like,False,False,False,220.07701878234988,16.338462521475112,220.07701878234988,16.338462521475115,-9.838107378329111,-1.4453632491238089,0.6833105409488893,-27.899706208393717,211.6769001549997,-11.702402017220653,213.82808486893634
3090122733456939136,124.6941817456598,1.7439320440629351,1.1705877091483026,81.74554,-1.6370278930814424,-1.8106946997643665,12.618353,0.64348507,0.9097436,854.2717407545489,2.960372689157067,336510035,2015-03-22,57104,57103,HD082620N022924V01,10,35,STAR,F5,0.0001105098,124.694183,1.743934,0.06,4.024,33.13,6379.02,0.0083637863229025,2.4409988976813235,9.88519010925766,4.556190806496277,solar_like,False,False,False,221.65924587880716,20.165734396618245,221.65924587880716,20.16573439661823,-8.720329811897289,-0.5330249717027465,0.31683065785930814,-10.529667805814153,220.32395687223337,10.516094464487102,220.82596794472468
3090132388543446656,124.85955774324016,1.915384903887215,0.3334342660656477,16.531206,-3.897573485232128,1.1875865681658533,13.79431,1.1225119,0.94335794,2999.0918803861523,1.4093607608933354,139210231,2013-03-28,56380,56379,GAC126N02V1,10,231,STAR,G6,0.0001953351,124.85956,1.9153843,-0.474,2.98,58.56,5023.0,0.0084057920402129,4.07448658479476,57.92740394839688,6.844674077250302,solar_like,False,False,False,221.58198044437583,20.392592551061384,221.58198044437583,20.392592551061394,-10.2220379077761,-1.8657212077301335,1.0712120157883611,-66.1395661446447,230.51858936223783,-9.831258367157254,240.02065722024773
3083702891222922240,122.37608119308068,0.160188257185728,0.8877228450660941,44.675995,1.9547578004661448,5.163921886364104,11.405068,1.170557,0.95647854,1126.4777126756792,1.1464553793075911,122507173,2013-02-18,56342,56341,GAC121N02V2,7,173,STAR,G5,0.0001765555,122.37608,0.160186,-0.438,2.831,52.93,4869.41,0.0091911586919478,5.521518568922271,29.485095799770896,5.115361082729462,solar_like,False,False,False,221.9652735935714,17.373589347128114,221.96527359357142,17.37358934712814,-8.920490660346848,-0.7188880831073459,0.3592111285782157,-32.48695369189285,230.59956943937686,45.00858393634492,237.18629010497253
3089652760956024064,124.81984725944046,1.1176565917640164,0.9070167562825612,50.48947,-0.2071497692842025,-0.3096912925308751,13.602543,0.7630062,0.9462556,1102.5154641007227,3.390619428781278,796102189,2020-01-26,58875,58874,HD082620N022924V02,2,189,STAR,G2,7.50186e-05,124.819845,1.117658,0.016,4.03,22.49,5987.47,0.0095832091180157,0.3725851897002112,1.9472946910673508,1.458670815461229,solar_like,False,False,False,222.30918912078565,19.97776499011811,222.30918912078565,19.977764990118104,-8.887280496312806,-0.6974794021059855,0.39943944419286337,-2.5429013683034323,230.30717203438232,13.882316568181619,230.73920029146046
3089751167247800576,123.01309316416145,0.6405580570259868,1.0938894376957415,36.111774,-3.40032414492103,3.8394730545247975,15.240003,1.07407,1.0108705,914.1691706124176,5.43486977674816,869907088,2020-12-19,59203,59202,HD080547N020954B01,7,88,STAR,K0,2.22487e-05,123.013095,0.640556,0.471,4.607,6.67,5319.65,0.0099253233276706,5.128718906993726,22.225772805934092,8.79004711744176,metal_rich,False,False,False,221.84060685621256,18.162527263546544,221.84060685621256,18.162527263546554,-8.768368586285133,-0.5794231747587832,0.3074134616540025,-7.438027404641125,256.45409604003106,5.129110740019665,256.6132019292169
3084800616144708608,120.3845716630994,1.4545806537726664,0.6757018063434574,39.663292,-5.941228916843583,6.976291968824488,13.302511,0.6537924,1.0590895,1479.942765598739,2.451286614807067,122505187,2013-02-18,56342,56341,GAC121N02V2,5,187,STAR,F0,0.0002891667,120.38457,1.4545833,-0.124,4.089,86.69,6523.59,0.0112505825958639,9.16334276760525,64.28657002504735,8.112780876505669,solar_like,False,False,False,219.7911662156692,16.22946163171884,219.79116621566916,16.2294616317188,-9.212757876674353,-0.9094061479591,0.4372134952687695,-94.18705167752083,238.05350286696503,18.885572378016164,256.70476383382794
3084814871139125376,120.0930396255889,1.5590268633096998,0.302163310293143,10.33332,-0.0048748953650135,0.1459969269397722,14.97845,0.5634041,1.0449388,3309.468641410674,2.3796584698561567,869910235,2020-12-19,59203,59202,HD080547N020954B01,10,235,STAR,F0,3.88602e-05,120.09304,1.55903,-0.298,4.132,11.65,6812.65,0.0113721862926293,0.1460782916133571,2.291740047368966,0.8013782271867562,solar_like,False,False,False,219.5533006929313,16.020594223281787,219.55330069293126,16.02059422328178,-10.572235627192043,-2.0256064971179657,0.9404281092330122,3.1775061741548942,240.23481699028923,11.982677545392626,240.55446036397126
3084436196759506048,120.93119167598682,0.4922907019212865,1.071054625631473,68.0084,2.9151545394500804,6.234250804996859,13.350498,0.66511726,0.9264328,933.6591954032403,3.499556305281068,122502067,2013-02-18,56342,56341,GAC121N02V2,2,67,STAR,F5,0.0002064095,120.93119,0.4922934,-0.267,4.218,61.88,6282.65,0.0114343805094757,6.882151486888413,30.460288278774826,7.539119338908112,solar_like,False,False,False,220.94342427043648,16.259504307399965,220.94342427043648,16.259504307399972,-8.79834121114474,-0.5873677304329914,0.28394479023291097,-38.64647507303759,224.913773780889,48.670154020654095,233.34210842521762
3077629803169057024,124.98163255398131,0.7583938734031946,0.3037619332190583,17.22684,-0.0566042673190972,0.1422113030243882,12.831671,1.1487141,1.1196467,3292.0517373677917,0.2443375016199063,796102095,2020-01-26,58875,58874,HD082620N022924V02,2,95,STAR,G7,0.0001471685,124.98163,0.758396,-0.492,2.415,44.12,4890.15,0.011963754824783,0.1530623983433755,2.3886722730051995,-1.243986668733875,solar_like,False,False,False,222.7271441074782,19.94756388132841,222.7271441074782,19.947563881328406,-10.392325705749732,-2.099672934506273,1.1497280152234497,-19.062162272187912,219.2692574386014,23.187541510420907,221.31433611373748
3084117402809442432,120.14409236667755,0.4307294821224698,0.3917278508923932,22.017591,-0.6394244636460533,1.05239756834671,12.841266,1.2015276,0.95897865,2552.7927047359667,0.8061879280124948,122502131,2013-02-18,56342,56341,GAC121N02V2,2,131,STAR,G5,6.99484e-05,120.14409,0.4307319,0.226,2.797,20.97,4887.78,0.0121800177600532,1.231423682804221,14.901996404709251,3.2933031869548195,metal_rich,False,False,False,220.61371323181532,15.536507623926386,220.61371323181532,15.536507623926376,-9.987273594114308,-1.601034218160298,0.7093456303586435,-12.277822268945231,243.59960076688603,12.667341708577164,244.23753184024753
3084481345455513472,120.53192067124716,0.5412936578358453,0.4450684636907639,32.823963,-1.432166123819884,-0.1203711735789782,12.301929,1.2157125,0.915234,2246.845331856192,0.5440635862657395,173002228,2013-10-31,56597,56596,GAC121N02V1,2,228,STAR,G5,7.32173e-05,120.53192,0.541297,-0.25,2.486,21.95,4893.05,0.0122720371226544,1.4372157199411826,15.30793250865634,3.089539267745044,solar_like,False,False,False,220.70232265267933,15.930652394605902,220.70232265267933,15.930652394605907,-9.75832419183425,-1.408959828531411,0.6416881719444429,-9.998600065608954,233.9152057908742,0.3466264157932257,234.1290576868475
3089740580151347584,124.33366044884713,1.568985876249309,3.7117020886977974,217.4171,-2.2033637834337725,0.1139023359989405,13.64011,1.2203255,0.9255854,269.4181742239009,6.487975572317232,336510197,2015-03-22,57104,57103,HD082620N022924V01,10,197,STAR,K3,-1.71118e-05,124.333662,1.568989,-0.232,4.728,-5.13,4696.1,0.012554707637421,2.2063058954491335,2.8178249919484064,5.358438643188963,solar_like,False,False,False,221.64099673371263,19.76551088645946,221.64099673371265,19.76551088645947,-8.311219876811087,-0.1684709286544917,0.11239397901910192,14.916239255618041,249.36123826211028,3.774390778196282,249.83548060051498
3089569335511463424,123.52154089187428,0.7584785127392709,0.4937916163958046,14.625408,-0.7360520056833977,-1.132789165748767,15.217259,0.7998228,0.9476095,2025.1457635085444,3.684977968032861,641316218,2018-02-04,58154,58153,HD082012S005433B01,16,218,STAR,F9,9.17635e-05,123.52154,0.758482,-0.143,4.227,27.51,5997.12,0.012958143734367,1.3509196308842135,12.969021283432424,5.870406970429947,solar_like,False,False,False,221.98670827955937,18.665687424706697,221.98670827955934,18.665687424706707,-9.546426763456777,-1.2834811220441111,0.6725853109999166,-5.04866021186602,221.12450321620096,5.832873982408203,221.25902763828915
3090635135940112000,122.59926899767952,1.600292060644695,0.6696963157485022,38.67573,-0.1314225341725119,-2.164536467750288,12.893345,1.1250248,1.0126927,1493.2141277831668,2.0227344277771095,122508129,2013-02-18,56342,56341,GAC121N02V2,8,129,STAR,G5,-3.45239e-05,122.59927,1.6002886,0.156,3.362,-10.35,5079.51,0.0129699584301893,2.1685225391287077,15.34996654352799,4.574164581480575,solar_like,False,False,False,220.7445087839117,18.25275629882186,220.7445087839117,18.252756298821833,-9.195151372838605,-0.9255633538666485,0.4912358354661994,26.946341612417832,240.46484290565306,-3.132124810971366,241.9901985737543
3083753674916116864,122.54354834314418,0.5493952056105472,0.4662392909377895,22.637032,-1.795832893260442,0.411079039956256,14.343004,1.1936483,1.0308725,2144.8213812881554,2.6860485747357217,869907022,2020-12-19,59203,59202,HD080547N020954B01,7,22,STAR,G5,8.95953e-05,122.543552,0.549395,0.152,3.498,26.86,4912.13,0.0131848695013073,1.842281671625576,18.73132780878431,5.669784383894941,solar_like,False,False,False,221.6900026556209,17.706206808728734,221.6900026556209,17.706206808728727,-9.646081780298037,-1.3589440064664047,0.6770190844211889,-17.63860285321807,234.96549084736816,2.620226656881379,235.64118440436434
3084676714928525312,121.6170529385425,1.5572216282758575,1.339413552145851,75.095604,-10.627607638258088,9.461256023032403,13.276796,0.6716604,1.0018455,746.5954024415518,3.9113697849465687,173005101,2013-10-31,56597,56596,GAC121N02V1,5,101,STAR,F6,0.0001290559,121.61705,1.557224,-0.257,4.287,38.69,6257.19,0.0135914806601345,14.228893479330308,50.35908630601644,9.042651981734195,solar_like,False,False,False,220.2994577061135,17.366001604063662,220.2994577061135,17.36600160406367,-8.664855858059363,-0.46087365929011653,0.2450292689806647,-49.80105129542466,254.35609590747583,2.793706743194979,259.2006424235664
3089885960500920064,123.1855546165939,1.6608594808183592,0.5307707776748855,16.57826,1.7095625158041026,4.0516433854025315,14.908178,0.71396446,1.2281152,1884.052480019035,3.5327133502799697,21205228,2011-12-25,55921,55920,F5592103,5,228,STAR,F6,0.0001735534,123.185553,1.660856,-0.56,4.157,52.03,6182.99,0.0138154084119424,4.397546829531044,39.275784756477606,8.12423069427517,metal_poor,False,True,False,220.9796404414144,18.798114611896633,220.9796404414144,18.798114611896636,-9.466899308776705,-1.1696398368350764,0.6313494315200426,-32.9323761324961,238.396228428636,53.575277519731024,246.55144186973797
3084663245911075200,121.76756235274544,1.504494101637062,0.5907662983939808,32.053963,-2.915246952995569,2.7648360975276933,13.152358,0.60695267,0.94123924,1692.7167353969508,2.0094366152692693,122505119,2013-02-18,56342,56341,GAC121N02V2,5,119,STAR,F0,9.72339e-05,121.76756,1.5044972,-0.095,3.945,29.15,6703.69,0.0140036983909865,4.017833177614785,32.240189894491145,6.1723175584583565,solar_like,False,False,False,220.4223090305012,17.474063278743003,220.42230903050122,17.47406327874299,-9.34984378047495,-1.0469345512202137,0.5322217802476619,-30.43302075722071,248.8580654543226,6.8929434866608075,250.80673468626722
3089708526811165696,124.11192393388652,1.288667834123004,0.4043110614261809,25.621431,-0.8069090032534261,0.5424215188069788,12.579798,1.1787615,0.9031331,2473.3431642274763,0.6133758609003905,795016247,2020-01-24,58873,58872,HD082012S005433V02,16,247,STAR,F9,9.09963e-05,124.111925,1.288664,-0.322,2.428,27.28,4841.35,0.0143262461448503,0.9722773491120252,11.39976628115727,2.5187485858818093,solar_like,False,False,False,221.7909591942287,19.43724741760961,221.7909591942287,19.437247417609594,-9.858840130650846,-1.5543313773274745,0.8483108577911211,-14.311073154949462,234.8083397080124,11.933391695690773,235.54653266104862
3083532157682782080,123.26255213887816,0.1863905403713658,0.5305508650000936,29.70089,-1.3606700723295575,0.9425488516026586,10.90491,1.0749531,1.0045252,1884.8334174326972,-0.4714547777319637,795014147,2020-01-24,58873,58872,HD082012S005433V02,14,147,STAR,G6,0.0001765555,123.262549,0.186393,-0.352,2.256,52.93,5066.69,0.0143559337488391,1.6552405817254523,14.789568424227658,1.999215714767564,solar_like,False,False,False,222.38594043082225,18.164812752916536,222.3859404308222,18.16481275291653,-9.443262350718685,-1.2072834019360998,0.6117815716795812,-34.65817472062145,220.06224403638163,18.093065234762648,223.508253393208
3083755049305606272,122.65530770649616,0.6104176740987584,0.7605812722442292,44.160828,0.1661289884332935,-10.270544943141028,13.555975,0.8752775,1.0234942,1314.7838850269395,2.961703098303426,173007119,2013-10-31,56597,56596,GAC121N02V1,7,119,STAR,F9,3.26893e-05,122.65531,0.6104144,0.099,3.975,9.8,5636.54,0.014390675437333,10.271888447110278,64.0215330088182,8.614226431850419,solar_like,False,False,False,221.68944847039737,17.833534487614337,221.68944847039734,17.833534487614315,-9.055592809259302,-0.8324358620129808,0.42584559664041693,36.89355313579718,190.96185710288742,-17.394992334539086,195.2694315285579
3090706024377236608,122.27528409594154,1.9349269182214217,0.460544677971958,33.810688,-3.023222339740209,0.2180296393651833,12.139693,1.1560421,0.9637914,2171.341995316443,0.4560521001262714,334208234,2015-03-17,57099,57098,HD080547N020954V01,8,234,STAR,G5,8.42249e-05,122.275288,1.934928,-0.212,2.544,25.25,4874.92,0.0145764623598406,3.031074106508446,31.19939618660621,4.5476760328496155,solar_like,False,False,False,220.27338951031672,18.124229337963325,220.27338951031672,18.124229337963328,-9.694709776757515,-1.333989809465528,0.7002832091591208,-22.4423264875785,237.419909605318,-9.394722482526738,238.66321942372295
3084421525151313152,120.73087899420808,0.1977530976258168,0.3784405391401934,19.361172,-1.4709189279314787,0.5211987552675197,14.403614,0.536191,0.98792464,2642.4230402799153,2.293602306805809,869902012,2020-12-19,59203,59202,HD080547N020954B01,2,12,STAR,A7,0.0001812587,120.7308828,0.1977547,-0.877,4.302,54.34,6653.79,0.0148656387261419,1.5605289600130792,19.547696279791907,5.369973207360815,metal_poor,False,True,False,221.11495990884083,15.943727606782382,221.11495990884086,15.943727606782389,-10.034309056032418,-1.6707411828835166,0.7515500480431879,-38.69382889246114,219.77064696235053,10.202694047223847,223.38407424530163
3089807620297835520,123.34322790692129,1.224416310417456,0.4963313100757378,13.8970785,-0.8587212013091376,-0.67695017085681,15.291857,0.7944641,1.0527753,2014.7832298699932,3.7707151290822374,21202053,2011-12-25,55921,55920,F5592103,2,53,STAR,G3,6.25766e-05,123.343226,1.22442,0.134,4.169,18.76,5906.21,0.0149509294745979,1.0934640530903943,10.443696447363836,5.485879318065326,solar_like,False,False,False,221.4644859004474,18.730460240707632,221.46448590044741,18.730460240707636,-9.550164519018592,-1.2634454484070305,0.6714359143589269,-1.7056657966847026,230.29855276633486,4.099150097334742,230.34134612265942
3083652588566429952,121.03135581993814,0.0407418394537318,0.7292763202700836,33.11646,-4.248436303408877,5.128162042549968,12.820801,1.249589,1.3895414,1371.2223641508822,2.1352613421200086,122401030,2013-02-18,56342,56341,GAC121N02V1,1,30,STAR,G5,0.0001059733,121.03136,0.0407426,-0.012,3.042,31.77,4853.54,0.0152952722506415,6.659373616097294,43.28751663595698,6.937967686961887,solar_like,False,False,False,221.40697371984072,16.133926789693675,221.40697371984072,16.13392678969366,-9.108948287753549,-0.8712107741748099,0.40436624327520515,-39.832257819595974,255.68978826456336,8.584686884678977,258.91615135926145
3083822669270467584,122.17043410687364,0.7962349520771063,0.3025025323292842,12.554167,-1.691718785890445,-0.2899554255754794,14.326415,1.3380728,0.9508419,3305.7574503590145,1.7300601349432263,869908208,2020-12-19,59203,59202,HD080547N020954B01,8,208,STAR,G5,0.000148436,122.170431,0.796238,0.243,3.058,44.5,4466.69,0.0156675018384309,1.716387659986898,26.89724329871477,5.499491979453396,metal_rich,False,False,False,221.2762772277542,17.495003533154726,221.27627722775424,17.495003533154737,-10.488903613449258,-2.079900401835662,1.0206439094862378,-30.43117608086345,218.97663164988884,-3.0513099714231795,221.10208542421603
3084647028114438144,121.318608774887,1.3723547157470524,0.9587398329643548,54.30489,-9.068332261429788,-0.4698230464594931,14.108247,0.8105259,0.9939707,1043.035832680563,4.016750660632685,869905169,2020-12-19,59203,59202,HD080547N020954B01,5,169,STAR,G3,0.0001822261,121.318608,1.372359,0.004,4.165,54.63,5810.23,0.0156734130642552,9.080494683588157,44.89832502276929,8.898794345724237,solar_like,False,False,False,220.32367031315204,17.015785416919357,220.32367031315204,17.015785416919336,-8.881590814781113,-0.6454065864502035,0.3279732705093417,-48.3604264792967,218.58533581705095,-14.972251553145034,224.37122854787566
3083516008604749952,122.65081034635853,0.106053665619681,0.3292190373024555,19.66675,-4.6961688132544,0.3100443825191152,12.505894,1.1450281,0.9169878,3037.491416637896,0.0933184103950921,173007237,2013-10-31,56597,56596,GAC121N02V1,7,237,STAR,G5,9.153e-05,122.65081,0.1060489,-0.507,2.316,27.44,4897.84,0.0172014821433768,4.7063923595164585,67.76798805841895,5.869334358948672,metal_poor,False,True,False,222.1526333930607,17.589159008540097,222.15263339306077,17.589159008540115,-10.266212466131508,-1.943180429537434,0.9441864880987269,-43.75394959566012,243.2895207782008,-38.376758818110055,250.15390191458047
3090598959432876288,122.38602535403793,1.355706907343565,1.0955676581785532,70.475,-0.895263039134951,5.951059746905657,13.549993,0.70304394,0.9508688,912.7688212908364,3.748188577014151,173008140,2013-10-31,56597,56596,GAC121N02V1,8,140,STAR,F7,-4.40638e-05,122.38603,1.3557056,-0.126,4.213,-13.21,6143.2,0.0173705235722111,6.018023597534491,26.039706548871905,7.447261993032395,solar_like,False,False,False,220.865704570749,17.949451269352675,220.86570457074902,17.949451269352675,-8.777932212206187,-0.568146597997479,0.30377412699547135,8.399084014138216,274.1353191698521,12.028277876954382,274.5275893190309
3084538932376794752,120.99761764479663,1.083637195423058,0.3920728393791975,15.893484,-3.5066860955141483,2.0292672004297967,14.5832815,0.67201805,1.1092143,2550.5464790251363,2.550115306235778,869905046,2020-12-19,59203,59202,HD080547N020954B01,5,46,STAR,F5,0.0002498395,120.997617,1.083642,-0.18,4.121,74.9,6454.18,0.0174514891591731,4.051514870170471,48.98601169876407,7.621368703158241,solar_like,False,False,False,220.43234031661967,16.596829913863925,220.43234031661967,16.596829913863914,-9.980627459412231,-1.5852405314418905,0.7540835472298081,-74.34596708848431,225.9114457198905,4.595369944937889,237.87480226897483
3084521752507660800,121.04426461336163,0.860030125611562,0.5187321904961709,19.253578,-4.467680519362087,-1.851477661833836,14.826214,1.1938848,1.0574234,1927.7770269924704,3.4009298339259786,869905100,2020-12-19,59203,59202,HD080547N020954B01,5,100,STAR,K1,0.0002114463,121.04426,0.860032,0.167,3.765,63.39,4948.1,0.0179248344671135,4.8361284883010685,44.19529467220484,8.24870299097469,solar_like,False,False,False,220.66107000381444,16.532715947819167,220.66107000381444,16.532715947819163,-9.522475503715064,-1.2041757763318728,0.5729582455180336,-45.56705667318141,201.123113138779,-16.197622322763177,206.85556860138405
3090668640981986432,122.10364062116938,1.6293787435544929,1.9015247390779153,61.151302,-18.94521645273187,0.0757064117108364,14.961816,1.2945604,1.2206552,525.8937627521578,6.357325734098524,869908009,2020-12-19,59203,59202,HD080547N020954B01,8,9,STAR,K3,2.54509e-05,122.103638,1.629383,0.024,4.599,7.63,4571.46,0.0179936277261354,18.94536771618953,47.23049111688944,11.349331029253335,solar_like,False,False,False,220.4723251720884,17.82929375211537,220.4723251720884,17.829293752115365,-8.502404388628493,-0.3249534611203939,0.18279300886887595,-16.92750050411383,249.63269765104073,-29.40862985811699,251.92834600335155
